name,price,categoryName
"Compact Cleanser 5235",1549,"Skincare"
"Wireless Perfume",6549,"Fragrances"
"High Performance Practice Tests 5237",2199,"Academic"
"Fast Mixer Grinder",31799,"Appliances"
"Eco Friendly 2-in-1 Laptop 5239",66099,"Laptops"
"Smart Sneakers 5240",5799,"Footwear"
"Slim Car Charger 5241",5699,"Automotive"
"Slim Sneakers 5242",9399,"Footwear"
"Slim Screwdriver Set 5243",7799,"Tools & Hardware"
"Digital Car Vacuum Cleaner",8499,"Automotive"
"Ergonomic Cricket Bat 5245",19699,"Outdoor Sports"
"Ergonomic Face Mask",999,"Skincare"
"Dual Bookshelf",72199,"Furniture"
"Premium Toner 5248",4599,"Skincare"
"Dual Mystery Book",949,"Fiction"
"Smart Doll House 5250",2399,"Toys & Games"
"Professional 500 Piece Puzzle 5251",249,"Puzzles"
"Advanced Yoga Mat 5252",13999,"Sports & Fitness"
"Heavy Duty Tyre Inflator",2249,"Car Accessories"
"Elite Math Kit 5254",3249,"Educational Toys"
"Heavy Duty Chromebook 5255",79599,"Laptops"
"Pro Bolster",2699,"Yoga"
"Ergonomic Charging Cable 5257",849,"Accessories"
"Slim Pliers",2249,"Tools & Hardware"
"Slim Eau de Toilette",8499,"Fragrances"
"Slim Bookshelf 5260",5099,"Furniture"
"Heavy Duty Thriller Novel 5261",749,"Fiction"
"Dual Running Shoes",2499,"Footwear"
"Professional Pillow Cover 5263",2699,"Bedding"
"Classic Kettlebell 5264",7899,"Gym Equipment"
"Wireless Perfume 5265",2399,"Fragrances"
"Slim Ceiling Fan 5266",27049,"Appliances"
"Classic Building Blocks 5267",3799,"Toys & Games"
"Premium Yoga Strap 5268",1499,"Yoga"
"Ergonomic Building Blocks 5269",3699,"Toys & Games"
"Lite Screwdriver Set 5270",7499,"Tools & Hardware"
"Classic Kids Tablet 5271",22999,"Tablets"
"Portable Power Bank 5272",1599,"Accessories"
"Digital Jacket 5273",449,"Clothing"
"Compact T-Shirt 5274",4799,"Clothing"
"Portable Water Bottle Cage 5275",2099,"Cycling"
"Fast Car Charger 5276",13599,"Automotive"
"Professional Face Wash",999,"Beauty & Personal Care"
"Classic Frock",1399,"Kids Wear"
"Professional Foam Puzzle 5279",949,"Puzzles"
"Fast Screen Protector",2299,"Accessories"
"Slim Sleeping Bag 5281",6699,"Outdoor Sports"
"Ergonomic Tent 5282",2149,"Outdoor Sports"
"Compact Hair Mask",2399,"Haircare"
"Eco Friendly Screen Protector 5284",1399,"Accessories"
"Ergonomic Serum",3799,"Skincare"
"Professional Lipstick",3299,"Makeup"
"Smart Kadai",3499,"Cookware"
"Ergonomic Tyre Inflator",1799,"Car Accessories"
"Ergonomic Kadai 5289",3149,"Cookware"
"Portable Car Polish 5290",2149,"Car Accessories"
"Portable Phone Case 5291",3499,"Accessories"
"Ultra Jump Rope 5292",10299,"Sports & Fitness"
"High Performance 1000 Piece Puzzle 5293",1299,"Puzzles"
"Wireless Stapler",2249,"Office Supplies"
"Digital Sofa",33799,"Furniture"
"Classic Sneakers 5296",699,"Footwear"
"Elite Polo Shirt 5297",6099,"Men Fashion"
"Slim Frock 5298",1699,"Kids Wear"
"Compact Perfume",11799,"Fragrances"
"Slim Toy Train",2499,"Toys & Games"
"Fast Printed Tee 5301",1299,"Kids Wear"
"Wireless Mascara 5302",2699,"Makeup"
"Smart Eyeshadow Palette 5303",1499,"Makeup"
"Smart Helmet 5304",3049,"Cycling"
"Digital LED Monitor",61399,"Electronics"
"Premium Practice Tests 5306",1599,"Academic"
"Eco Friendly Iron Box 5307",23599,"Appliances"
"Professional Mattress Protector 5308",2399,"Bedding"
"Heavy Duty Webcomic Collection 5309",1099,"Comics"
"Slim Flip Flops 5310",9799,"Footwear"
"Classic Body Mist",1099,"Fragrances"
"Portable Chromebook",126699,"Laptops"
"Ultra Mascara 5313",1849,"Makeup"
"Compact Sticky Notes",499,"Office Supplies"
"Smart Dress 5315",4499,"Women Fashion"
"Pro Denim Jeans",4899,"Clothing"
"Premium Superhero Comic 5317",349,"Comics"
"Lite Workbook 5318",2899,"Academic"
"Compact Toy Train",2599,"Toys & Games"
"Heavy Duty Bed Frame 5320",32699,"Furniture"
"Ergonomic Pull-up Bar 5321",22699,"Gym Equipment"
"Compact Wooden Puzzle 5322",1699,"Puzzles"
"Wireless Dress 5323",5099,"Women Fashion"
"Professional Barbell 5324",46049,"Gym Equipment"
"Portable Cycling Gloves",3399,"Cycling"
"High Performance Body Lotion 5326",649,"Beauty & Personal Care"
"Premium Sneakers 5327",6899,"Footwear"
"Heavy Duty Treadmill",44799,"Gym Equipment"
"Heavy Duty Body Lotion 5329",2699,"Beauty & Personal Care"
"Ultra Storage Box 5330",4699,"Home & Kitchen"
"Wireless Wooden Puzzle 5331",1499,"Puzzles"
"Professional Cricket Bat 5332",14999,"Outdoor Sports"
"High Performance Convertible Tablet 5333",49349,"Tablets"
"Portable Building Blocks 5334",1399,"Toys & Games"
"Digital Ballpoint Pen 5335",299,"Stationery"
"Compact Car Charger",4399,"Automotive"
"Premium Philosophy Book 5337",849,"Non-Fiction"
"Pro Iron Box 5338",12699,"Appliances"
"Ultra Chromebook 5339",113399,"Laptops"
"Portable Highlighter Set 5340",849,"Stationery"
"Compact T-Shirt 5341",4499,"Clothing"
"Eco Friendly Jacket",3849,"Clothing"
"Advanced Car Vacuum Cleaner 5343",5299,"Automotive"
"Wireless Screen Protector",1699,"Accessories"
"Fast Geometric Box 5345",999,"Stationery"
"Digital Denim Jeans 5346",2299,"Clothing"
"Slim Air Freshener 5347",1999,"Car Accessories"
"Lite Steering Wheel Cover 5348",10099,"Automotive"
"Eco Friendly Yoga Mat 5349",6999,"Sports & Fitness"
"Premium Power Bank 5350",3449,"Accessories"
"Digital Toner 5351",3499,"Skincare"
"Lite Jacket 5352",849,"Clothing"
"Digital Card Game",1699,"Board Games"
"High Performance Air Fryer 5354",10599,"Appliances"
"Wireless LED Monitor 5355",29699,"Electronics"
"Pro Drawing Tablet",33799,"Tablets"
"Professional Fantasy Book",599,"Fiction"
"Slim Pliers 5358",1749,"Tools & Hardware"
"Digital Knife Set 5359",3049,"Home & Kitchen"
"Premium Chess Set 5360",449,"Board Games"
"Advanced Monopoly 5361",2299,"Board Games"
"Ultra Cleanser 5362",3399,"Skincare"
"Pro Yoga Strap",2349,"Yoga"
"Compact Dungaree 5364",1999,"Kids Wear"
"Classic Hammer 5365",7749,"Tools & Hardware"
"Dual Serum",1099,"Skincare"
"Classic Storage Box 5367",899,"Home & Kitchen"
"Fast Eau de Toilette",1999,"Fragrances"
"Compact Wok",3599,"Cookware"
"Heavy Duty Toner 5370",4549,"Skincare"
"Slim School Uniform 5371",799,"Kids Wear"
"Heavy Duty Thriller Novel 5372",949,"Fiction"
"Portable Sofa 5373",37799,"Furniture"
"Premium Joggers 5374",2249,"Kids Wear"
"Dual Helmet 5375",3599,"Cycling"
"Professional Eyeshadow Palette",3199,"Makeup"
"Premium Treadmill",41599,"Gym Equipment"
"Wireless Comforter 5378",5249,"Bedding"
"Ultra Frock 5379",2399,"Kids Wear"
"Classic Math Kit 5380",3349,"Educational Toys"
"Elite Camera Phone 5381",90049,"Smartphones"
"Dual Joggers",1799,"Kids Wear"
"Eco Friendly Cutting Board 5383",2999,"Home & Kitchen"
"Wireless Bookshelf 5384",25999,"Furniture"
"Heavy Duty Robot Toy 5385",2949,"Action Figures"
"Heavy Duty Dash Camera 5386",8099,"Automotive"
"Slim Sunscreen 5387",1099,"Beauty & Personal Care"
"Classic Textbook",749,"Academic"
"Smart Anime Figure 5389",1499,"Action Figures"
"Pro Helmet 5390",1399,"Cycling"
"Smart Mixer Grinder",39499,"Appliances"
"Digital 2-in-1 Laptop 5392",76499,"Laptops"
"Elite Yoga Block",2799,"Yoga"
"Slim Barbell",34599,"Gym Equipment"
"Pro Yoga Block 5395",2599,"Yoga"
"Classic Hair Mask 5396",1399,"Haircare"
"Slim Drill Machine 5397",1699,"Tools & Hardware"
"Heavy Duty Earbuds 5398",27599,"Electronics"
"Digital Manga Volume 5399",1099,"Comics"
"Compact Air Fryer 5400",11749,"Appliances"
"Professional Budget Phone",76199,"Smartphones"
"Advanced Car Polish",1899,"Car Accessories"
"Digital Tent 5403",4549,"Outdoor Sports"
"Digital Office Chair 5404",65899,"Furniture"
"Fast Chess Set 5405",999,"Board Games"
"Advanced USB Hub 5406",41499,"Electronics"
"Dual Drawing Tablet",68449,"Tablets"
"Premium School Uniform",449,"Kids Wear"
"Dual Dino Figure 5409",3499,"Action Figures"
"Classic Blouse 5410",7299,"Women Fashion"
"High Performance Room Freshener 5411",3549,"Fragrances"
"Lite Drawing Tablet 5412",45449,"Tablets"
"Compact Geometric Box",899,"Stationery"
"Premium School Uniform 5414",1199,"Kids Wear"
"Wireless Screwdriver Set 5415",799,"Tools & Hardware"
"Elite Stand 5416",3199,"Accessories"
"Fast Building Blocks 5417",3199,"Toys & Games"
"Smart Ultrabook",116999,"Laptops"
"Elite Toy Train",4499,"Toys & Games"
"Heavy Duty Steering Wheel Cover 5420",10649,"Automotive"
"Elite Highlighter Set 5421",1349,"Stationery"
"Classic Weight Bench",27399,"Gym Equipment"
"Advanced Scrabble 5423",699,"Board Games"
"Premium Sci-Fi Novel 5424",899,"Fiction"
"High Performance Study Table 5425",66749,"Furniture"
"Smart Drawing Tablet 5426",63299,"Tablets"
"Heavy Duty Wooden Puzzle",1549,"Puzzles"
"Smart Room Freshener",7199,"Fragrances"
"Heavy Duty Conditioner",149,"Haircare"
"Wireless Self Help Book",2399,"Books"
"Heavy Duty Catan 5431",1299,"Board Games"
"Classic Polo Shirt 5432",1399,"Men Fashion"
"Lite Sandals 5433",10499,"Footwear"
"Lite Seat Cover 5434",12399,"Automotive"
"Professional Science Book",1149,"Non-Fiction"
"Heavy Duty Manga Volume 5436",1199,"Comics"
"Dual 5G Phone 5437",44299,"Smartphones"
"Advanced Monopoly 5438",349,"Board Games"
"Ergonomic Non-stick Pan 5439",3399,"Cookware"
"Premium Whiteboard 5440",1799,"Office Supplies"
"Professional Sticky Notes",2399,"Office Supplies"
"Compact Yoga Mat 5442",7899,"Sports & Fitness"
"Lite Bluetooth Speaker",10099,"Electronics"
"Professional Toner",1199,"Skincare"
"Advanced Dash Camera 5445",8399,"Automotive"
"Pro Seat Cover 5446",7199,"Automotive"
"High Performance Stapler",2499,"Office Supplies"
"Elite Bed Frame 5448",59249,"Furniture"
"Wireless Sofa 5449",51599,"Furniture"
"Classic Joggers 5450",2499,"Kids Wear"
"Elite Bed Sheet 5451",3799,"Bedding"
"Elite Sketch Pens 5452",449,"Stationery"
"Ergonomic Drawing Tablet 5453",70749,"Tablets"
"Smart Card Game 5454",2899,"Board Games"
"Ergonomic Geometric Box 5455",599,"Stationery"
"Smart History Book 5456",1099,"Non-Fiction"
"Ergonomic Play Kitchen",7399,"Toys & Games"
"Wireless Whiteboard 5458",1599,"Office Supplies"
"Advanced Biography 5459",599,"Books"
"Eco Friendly Monopoly 5460",1049,"Board Games"
"Pro Gaming Laptop 5461",68249,"Laptops"
"Elite Microwave",18099,"Appliances"
"Slim Non-stick Pan 5463",3699,"Cookware"
"Elite Building Blocks 5464",3399,"Toys & Games"
"Fast Chinos 5465",2599,"Men Fashion"
"Fast Novel 5466",1499,"Books"
"Smart Lipstick",4699,"Makeup"
"High Performance Joggers 5468",1199,"Kids Wear"
"Digital Face Mask 5469",3599,"Skincare"
"Compact T-Shirt 5470",4999,"Clothing"
"High Performance Foam Roller 5471",2699,"Yoga"
"Fast Science Book 5472",499,"Non-Fiction"
"Wireless Conditioner 5473",1499,"Haircare"
"Pro Flip Flops 5474",3499,"Footwear"
"Compact Manga Volume 5475",999,"Comics"
"Wireless Robot Toy 5476",4999,"Action Figures"
"Professional Toy Train 5477",799,"Toys & Games"
"Advanced Superhero Figure 5478",2699,"Action Figures"
"Classic Mixer Grinder 5479",33649,"Appliances"
"Slim Dungaree",2499,"Kids Wear"
"Slim 5G Phone 5481",113799,"Smartphones"
"Portable Study Material 5482",2799,"Academic"
"Elite History Book",449,"Non-Fiction"
"Smart Toner 5484",3899,"Skincare"
"Portable Kurti 5485",7349,"Women Fashion"
"Compact Helmet 5486",1699,"Cycling"
"Slim Body Mist 5487",6499,"Fragrances"
"Eco Friendly Travel Guide 5488",349,"Non-Fiction"
"Premium Pliers 5489",7699,"Tools & Hardware"
"Dual Organiser Bag 5490",1099,"Car Accessories"
"Heavy Duty Highlighter Set",699,"Stationery"
"Smart 1000 Piece Puzzle 5492",899,"Puzzles"
"Premium Self Help Book",1649,"Books"
"Lite Building Blocks",4999,"Toys & Games"
"Classic Badminton Racket 5495",1499,"Outdoor Sports"
"Fast Eye Cream",2849,"Skincare"
"High Performance Bike Lock 5497",1399,"Cycling"
"Compact Foam Roller 5498",2399,"Yoga"
"Elite Wooden Puzzle 5499",1799,"Puzzles"
"Ergonomic Wok 5500",2849,"Cookware"
"Ultra Cycling Gloves 5501",799,"Cycling"
"Eco Friendly Study Material 5502",2499,"Academic"
"Eco Friendly Math Kit 5503",1399,"Educational Toys"
"Smart Toy Train 5504",2899,"Toys & Games"
"Ergonomic Eyeshadow Palette 5505",1599,"Makeup"
"Ergonomic Alphabet Blocks 5506",449,"Educational Toys"
"Slim Steering Wheel Cover 5507",10299,"Automotive"
"Ergonomic Chromebook 5508",144199,"Laptops"
"Portable Globe",949,"Educational Toys"
"Pro Printed Tee",2399,"Kids Wear"
"Professional Frock 5511",999,"Kids Wear"
"Advanced Superhero Figure 5512",2349,"Action Figures"
"Classic Foam Roller 5513",499,"Yoga"
"Digital Dash Camera",13499,"Automotive"
"Eco Friendly Superhero Figure",699,"Action Figures"
"Pro Polo Shirt 5516",4999,"Men Fashion"
"Slim Foam Puzzle",1199,"Puzzles"
"High Performance Shampoo 5518",2499,"Haircare"
"Pro Car Charger 5519",7249,"Automotive"
"Dual Mystery Book 5520",399,"Fiction"
"Portable Kurta 5521",2249,"Men Fashion"
"Elite Sleeping Bag",11699,"Outdoor Sports"
"Heavy Duty Iron Box 5523",39799,"Appliances"
"Pro Serum 5524",4199,"Skincare"
"Ergonomic Hammer",3199,"Tools & Hardware"
"Dual Bed Sheet 5526",2999,"Bedding"
"Ergonomic Business Notebook 5527",31599,"Laptops"
"High Performance Cleanser 5528",349,"Skincare"
"Heavy Duty Bed Sheet 5529",2349,"Bedding"
"Wireless 2-in-1 Laptop",104799,"Laptops"
"Classic Pull-up Bar 5531",36399,"Gym Equipment"
"Advanced Bluetooth Speaker 5532",81599,"Electronics"
"Wireless Screen Protector 5533",3499,"Accessories"
"Fast Chinos 5534",2799,"Men Fashion"
"Digital Webcomic Collection",1399,"Comics"
"Compact Flagship Smartphone 5536",111799,"Smartphones"
"Smart Alphabet Blocks 5537",3499,"Educational Toys"
"Eco Friendly Highlighter Set 5538",149,"Stationery"
"Lite Mascara 5539",1599,"Makeup"
"Wireless Attar 5540",11299,"Fragrances"
"Ultra Robot Toy 5541",3299,"Action Figures"
"Eco Friendly Air Freshener",2399,"Car Accessories"
"Ultra True Crime 5543",1449,"Non-Fiction"
"High Performance Cricket Bat",11699,"Outdoor Sports"
"Ergonomic Foam Puzzle 5545",1199,"Puzzles"
"Digital Hammer",6449,"Tools & Hardware"
"Compact Flip Flops",9799,"Footwear"
"Classic History Book",699,"Non-Fiction"
"Digital T-Shirt",2399,"Clothing"
"Classic Anime Figure 5550",3999,"Action Figures"
"Pro Remote Control Car",1799,"Toys & Games"
"Professional Serum 5552",2299,"Skincare"
"Wireless 5G Phone",106799,"Smartphones"
"Slim Alphabet Blocks 5554",399,"Educational Toys"
"Fast Tyre Inflator 5555",399,"Car Accessories"
"Pro Tent 5556",11349,"Outdoor Sports"
"Lite School Uniform 5557",1399,"Kids Wear"
"Dual Desk Organiser",1899,"Office Supplies"
"Premium Bike Lock 5559",2199,"Cycling"
"Elite Pressure Cooker",3199,"Cookware"
"Premium Dictionary 5561",299,"Books"
"Slim LED Monitor 5562",4299,"Electronics"
"Lite Travel Guide 5563",799,"Non-Fiction"
"Digital Formal Shirt",4999,"Clothing"
"Elite Polo Shirt 5565",5899,"Men Fashion"
"Heavy Duty Earbuds 5566",8999,"Electronics"
"Premium Eye Cream 5567",1699,"Skincare"
"Slim Dictionary 5568",2099,"Books"
"Premium History Book 5569",1099,"Non-Fiction"
"Fast Shampoo",1049,"Haircare"
"Lite Blouse 5571",3699,"Women Fashion"
"Eco Friendly Jump Rope 5572",6499,"Sports & Fitness"
"Wireless Blush",1299,"Makeup"
"Pro Geometric Box",799,"Stationery"
"High Performance Sunscreen 5575",299,"Beauty & Personal Care"
"Slim Measuring Tape 5576",7799,"Tools & Hardware"
"Elite Fantasy Book",899,"Fiction"
"Ergonomic Chinos 5578",4799,"Men Fashion"
"High Performance Attar 5579",1599,"Fragrances"
"Slim Weight Bench 5580",75499,"Gym Equipment"
"Elite Gaming Laptop",49649,"Laptops"
"Wireless Drawing Tablet",52499,"Tablets"
"Fast Novel 5583",1599,"Books"
"Professional Play Kitchen",3749,"Toys & Games"
"Ultra Meditation Cushion",1999,"Yoga"
"Fast Cleanser 5586",4099,"Skincare"
"Smart Camera Phone 5587",106599,"Smartphones"
"Premium Superhero Figure 5588",1999,"Action Figures"
"Elite 3D Puzzle",1699,"Puzzles"
"Lite Bed Sheet 5590",4199,"Bedding"
"Portable Cricket Bat 5591",18399,"Outdoor Sports"
"Ultra Hoodie",4599,"Clothing"
"Digital Superhero Comic",999,"Comics"
"Premium Ceiling Fan 5594",15599,"Appliances"
"Eco Friendly Car Charger 5595",399,"Automotive"
"Ergonomic Toner",1399,"Skincare"
"Ergonomic Dungaree",1049,"Kids Wear"
"Fast Office Chair",40799,"Furniture"
"Premium Android Phone 5599",100799,"Smartphones"
"Smart Bluetooth Speaker",55849,"Electronics"
"Smart Study Material 5601",1199,"Academic"
"Fast Water Jug 5602",4699,"Home & Kitchen"
"Pro Sunscreen 5603",1399,"Beauty & Personal Care"
"Eco Friendly Dictionary 5604",899,"Books"
"Wireless Leggings 5605",3049,"Women Fashion"
"Smart T-Shirt 5606",1249,"Clothing"
"Ergonomic Foam Puzzle 5607",899,"Puzzles"
"Ergonomic Joggers 5608",2349,"Kids Wear"
"Slim Body Lotion 5609",2499,"Beauty & Personal Care"
"Pro Dumbbell Set 5610",9399,"Sports & Fitness"
"Eco Friendly Manga Volume",1199,"Comics"
"Fast Sci-Fi Novel 5612",299,"Fiction"
"Ultra Yoga Strap",2749,"Yoga"
"Ultra Jacket 5614",4299,"Clothing"
"High Performance Microwave 5615",11749,"Appliances"
"Classic Dungaree 5616",2399,"Kids Wear"
"Classic Stand",599,"Accessories"
"Eco Friendly Formal Shoes",2799,"Footwear"
"Slim Weight Bench 5619",42699,"Gym Equipment"
"Pro Reference Guide",1599,"Academic"
"Ultra Formal Shoes",11799,"Footwear"
"Wireless Bike Lock 5622",3299,"Cycling"
"Classic Denim Jeans 5623",949,"Clothing"
"Digital Face Mask 5624",3399,"Skincare"
"Professional School Uniform",1499,"Kids Wear"
"Elite Joggers 5626",1499,"Kids Wear"
"Compact Thriller Novel",499,"Fiction"
"Compact Wooden Puzzle 5628",1149,"Puzzles"
"Lite Microwave",22599,"Appliances"
"Premium Car Polish 5630",1399,"Car Accessories"
"Digital Geometric Box 5631",1099,"Stationery"
"Ergonomic Microwave 5632",22599,"Appliances"
"Pro Scrabble 5633",1149,"Board Games"
"Eco Friendly Workbook 5634",2099,"Academic"
"Digital Flagship Smartphone",45699,"Smartphones"
"Classic Remote Control Car 5636",449,"Toys & Games"
"Wireless Card Game 5637",1799,"Board Games"
"Smart Alphabet Blocks 5638",3799,"Educational Toys"
"Classic Dinner Set 5639",3199,"Home & Kitchen"
"Pro Tyre Inflator",2099,"Car Accessories"
"Classic Superhero Figure",1949,"Action Figures"
"Slim True Crime",999,"Non-Fiction"
"Professional Deodorant 5643",1999,"Beauty & Personal Care"
"Portable Science Kit",3199,"Educational Toys"
"High Performance Study Material",2699,"Academic"
"Professional Science Book 5646",1499,"Non-Fiction"
"Elite Desk Organiser 5647",2599,"Office Supplies"
"Pro Scrabble 5648",2699,"Board Games"
"Advanced Ceiling Fan 5649",39999,"Appliances"
"Premium Android Tablet 5650",34099,"Tablets"
"Compact Highlighter Set 5651",1499,"Stationery"
"Wireless Tawa 5652",449,"Cookware"
"Ergonomic Practice Tests 5653",1399,"Academic"
"Dual Yoga Mat 5654",9999,"Sports & Fitness"
"Classic Jump Rope 5655",14099,"Sports & Fitness"
"Fast Building Blocks 5656",3599,"Toys & Games"
"Classic Air Fryer 5657",4199,"Appliances"
"Portable Storage Box",3999,"Home & Kitchen"
"Ergonomic Foundation 5659",1649,"Makeup"
"Heavy Duty Dry Shampoo",2199,"Haircare"
"Slim Phone Case 5661",599,"Accessories"
"Portable Manga Volume 5662",1399,"Comics"
"Digital T-Shirt 5663",4049,"Clothing"
"Fast Dungaree 5664",2299,"Kids Wear"
"High Performance Saree",4499,"Women Fashion"
"Smart Robot Toy 5666",1799,"Action Figures"
"Compact Power Bank",2399,"Accessories"
"Ergonomic Superhero Comic",1299,"Comics"
"Ergonomic Ceiling Fan",26899,"Appliances"
"Compact Notebook",1199,"Stationery"
"Premium Fantasy Book 5671",299,"Fiction"
"High Performance Wooden Puzzle",1249,"Puzzles"
"Ergonomic Conditioner",2299,"Haircare"
"Digital Foam Roller",2199,"Yoga"
"Ergonomic Cookbook",1949,"Books"
"Slim Leggings 5676",3199,"Women Fashion"
"Ultra Sandals 5677",3699,"Footwear"
"Eco Friendly Tyre Inflator 5678",2499,"Car Accessories"
"Smart Flagship Smartphone 5679",74399,"Smartphones"
"Lite Sunscreen 5680",2499,"Beauty & Personal Care"
"Advanced Card Game 5681",1749,"Board Games"
"Pro Badminton Racket 5682",18699,"Outdoor Sports"
"Fast Foundation 5683",4599,"Makeup"
"Compact Dry Shampoo",1499,"Haircare"
"Slim Graphic Novel 5685",999,"Comics"
"Elite Card Game 5686",649,"Board Games"
"Digital Deodorant 5687",2499,"Beauty & Personal Care"
"Elite Dungaree 5688",1699,"Kids Wear"
"Wireless Conditioner 5689",1699,"Haircare"
"Heavy Duty Power Bank 5690",2299,"Accessories"
"Eco Friendly Self Help Book 5691",449,"Books"
"Lite History Book 5692",799,"Non-Fiction"
"Heavy Duty Ultrabook",68599,"Laptops"
"Advanced Anime Figure 5694",1499,"Action Figures"
"Ergonomic Iron Box 5695",3199,"Appliances"
"Wireless Foam Roller 5696",2899,"Yoga"
"Premium Perfume 5697",9099,"Fragrances"
"Classic 5G Phone",63399,"Smartphones"
"Heavy Duty Face Wash 5699",299,"Beauty & Personal Care"
"Portable Ceiling Fan",34149,"Appliances"
"Digital Tawa 5701",2399,"Cookware"
"Ultra Bookshelf 5702",11299,"Furniture"
"Ultra Anime Figure 5703",3349,"Action Figures"
"Slim Bed Frame 5704",32899,"Furniture"
"Heavy Duty Catan 5705",1199,"Board Games"
"Ergonomic Self Help Book 5706",899,"Books"
"Slim Bed Sheet",1999,"Bedding"
"Elite Frock",2399,"Kids Wear"
"Advanced Helmet 5709",3799,"Cycling"
"Pro Dino Figure 5710",3699,"Action Figures"
"Classic Mystery Book 5711",799,"Fiction"
"Ergonomic Phone Case 5712",3499,"Accessories"
"Ergonomic Reference Guide 5713",499,"Academic"
"Ultra Ballpoint Pen 5714",1499,"Stationery"
"Dual Chromebook 5715",67199,"Laptops"
"Classic Textbook 5716",2699,"Academic"
"Wireless Wooden Puzzle 5717",799,"Puzzles"
"Dual Body Lotion 5718",2799,"Beauty & Personal Care"
"Eco Friendly Reference Guide 5719",2699,"Academic"
"Ergonomic Measuring Tape 5720",6399,"Tools & Hardware"
"Elite Pliers 5721",6799,"Tools & Hardware"
"Elite Resistance Band 5722",4249,"Sports & Fitness"
"Heavy Duty Desk Organiser",2299,"Office Supplies"
"Digital Dumbbell Set 5724",14099,"Sports & Fitness"
"Ergonomic Microwave 5725",16699,"Appliances"
"Smart Dino Figure 5726",4499,"Action Figures"
"Compact Tent 5727",6199,"Outdoor Sports"
"Smart Resistance Band 5728",5649,"Sports & Fitness"
"Eco Friendly Badminton Racket 5729",799,"Outdoor Sports"
"Pro Toner 5730",4799,"Skincare"
"Slim Dino Figure",2499,"Action Figures"
"Smart Play Kitchen",3299,"Toys & Games"
"Compact Sandals 5733",5699,"Footwear"
"Ultra Business Notebook 5734",116699,"Laptops"
"Lite Body Mist 5735",11699,"Fragrances"
"Ergonomic Geometric Box 5736",899,"Stationery"
"Heavy Duty Pillow Cover 5737",599,"Bedding"
"Ultra Tawa",5399,"Cookware"
"Premium Blush 5739",899,"Makeup"
"Dual Joggers 5740",1599,"Kids Wear"
"Professional Microwave 5741",38099,"Appliances"
"Elite Dry Shampoo 5742",449,"Haircare"
"Ergonomic Blazer 5743",1099,"Men Fashion"
"Elite Sun Shade 5744",1999,"Car Accessories"
"Premium Play Kitchen 5745",449,"Toys & Games"
"Professional E-Reader 5746",41599,"Tablets"
"Wireless Kettlebell",71899,"Gym Equipment"
"Lite Smart Watch 5748",81099,"Electronics"
"Dual Deodorant",699,"Beauty & Personal Care"
"Compact Mystery Book",599,"Fiction"
"Heavy Duty Kids Tablet 5751",22199,"Tablets"
"Lite Screwdriver Set 5752",7699,"Tools & Hardware"
"Digital Pliers 5753",2399,"Tools & Hardware"
"Compact Jump Rope 5754",9199,"Sports & Fitness"
"Portable Pillow Cover 5755",7799,"Bedding"
"Fast Bolster 5756",2149,"Yoga"
"Lite T-Shirt 5757",4599,"Clothing"
"Compact Measuring Tape",6299,"Tools & Hardware"
"Professional Deodorant 5759",2099,"Beauty & Personal Care"
"Classic T-Shirt 5760",3999,"Clothing"
"Lite Face Wash 5761",2299,"Beauty & Personal Care"
"Digital Frock",1699,"Kids Wear"
"Digital T-Shirt 5763",499,"Clothing"
"Pro Globe 5764",449,"Educational Toys"
"Portable USB Hub 5765",75499,"Electronics"
"Pro Drill Machine 5766",1249,"Tools & Hardware"
"Advanced Face Mask 5767",1899,"Skincare"
"Smart Mascara",3649,"Makeup"
"Portable Robot Toy",3099,"Action Figures"
"Premium Yoga Strap 5770",2499,"Yoga"
"Eco Friendly Dino Figure 5771",549,"Action Figures"
"Premium Cleanser 5772",1499,"Skincare"
"Advanced Tyre Inflator 5773",2099,"Car Accessories"
"Slim Novel 5774",1199,"Books"
"Eco Friendly Dinner Set",3699,"Home & Kitchen"
"Heavy Duty File Folder 5776",1999,"Office Supplies"
"Fast Chromebook 5777",85899,"Laptops"
"High Performance Toner 5778",1349,"Skincare"
"Wireless Ballpoint Pen 5779",599,"Stationery"
"Fast Flagship Smartphone 5780",118299,"Smartphones"
"Lite Sandals 5781",11799,"Footwear"
"Advanced School Uniform 5782",1299,"Kids Wear"
"Premium Cycling Gloves 5783",3499,"Cycling"
"Wireless Dry Shampoo 5784",699,"Haircare"
"Classic Play Kitchen 5785",3999,"Toys & Games"
"Digital Workbook 5786",2799,"Academic"
"Fast Kurti 5787",4849,"Women Fashion"
"Dual Mystery Book 5788",149,"Fiction"
"Ergonomic Foundation 5789",1299,"Makeup"
"Professional Stand 5790",2049,"Accessories"
"Ergonomic Track Pants 5791",4299,"Men Fashion"
"Pro Microwave",38099,"Appliances"
"Ultra Seat Cover 5793",11099,"Automotive"
"Fast Pressure Cooker 5794",2899,"Cookware"
"Heavy Duty Bicycle Light 5795",2499,"Cycling"
"Ultra Pillow Cover",1499,"Bedding"
"Portable Leggings",7699,"Women Fashion"
"Portable E-Reader",18199,"Tablets"
"Classic Chromebook 5799",129199,"Laptops"
"Lite Screen Protector 5800",1199,"Accessories"
"Portable 3D Puzzle 5801",799,"Puzzles"
"Wireless Robot Toy 5802",2199,"Action Figures"
